region_code,site_name_ko,disambiguation,site_name_en,road_address,latitude,longitude,diocese,order,research_status,iljumun,iljumun_name,geumgangmun,geumgangmun_name,cheonwangmun,cheonwangmun_name,bulimun,bulimun_name,pagoda,pagoda_name,main_hall_name,annex_halls,parking_info,access_info,meal_available,flower_badge,heritage,walk_path,verse1_asset,viewpoint,sources,note
BUSAN_GYEONGNAM,표충사,밀양 재약산,Pyochungsa Temple,미확인(밀양시 재약산),,,조계종 제15교구 통도사 말사,대한불교조계종,1차조사(v3.2),Y,표충사 일주문,?,,Y,사천왕문,Y,우화루(미확인),Y,삼층석탑(보물467),대광전,팔상전·대홍원전·명부전,미확인,재약산 진입 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털,
BUSAN_GYEONGNAM,성주사,창원 불모산,Seongjusa,경상남도 창원시 성산구 곰절길 191,미확인,미확인,제14교구 본사 범어사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(석가·아미타·약사),미확인,미확인,미확인,RESERVATION,미확인,미확인,미확인,사찰림,미확인,디지털창원문화대전,공양원문=사찰음식
BUSAN_GYEONGNAM,문수암,산청,Munsuam,경상남도 산청군 시천면 마근담길 173-17,미확인,미확인,미확인,대한불교조계종,2차조사,N,해당없음(암자),N,해당없음,N,해당없음,N,해당없음,?,미확인,미확인,미확인,미확인,마근담 소재 (2026-09 잠정),RESERVATION,미확인,미확인,미확인,미확인,미확인,http://munsuam.org,
BUSAN_GYEONGNAM,용문사,남해 호구산,Yongmunsa (Namhae),경상남도 남해군 이동면 용문사길 166-11,미확인,미확인,제13교구 본사 쌍계사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(보물),미확인,미확인,미확인,RESERVATION,미확인,보물 남해 용문사 대웅전,미확인,사찰림,미확인,https://encykorea.aks.ac.kr · 국가유산포털,예천·양평 용문사 아님 · 공양원문=사찰음식·템플스테이
BUSAN_GYEONGNAM,홍법사,부산 금정구 두구동,Hongbeopsa Temple,미확인(부산 금정구 두구동),,,미확인,대한불교조계종,1차조사(v3.2),?,,?,,?,,?,,?,,대웅전(추정),미확인,미확인,미확인,RESERVATION,,,,,,미확인(현장실사),
BUSAN_GYEONGNAM,용화사,통영 미륵산,Yonghwasa (Tongyeong),경상남도 통영시 봉수로 107-82,미확인,미확인,제13교구 본사 쌍계사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,보광전(경남 유형문화유산 아미타삼존),미확인,미확인,미륵산 자락 (2026-09 잠정),RESERVATION,미확인,경남 유형문화유산 보광전,미륵산 등산로 연계,사찰림,미륵산 조망,국가유산포털,청주 용화사 아님 · 공양원문=사찰음식
DAEGU_GYEONGBUK,용문사,예천 소백산,Yongmunsa Temple (Yecheon),경북 예천군 용문면 용문사길 285-30,,,조계종 제8교구 직지사 말사,대한불교조계종,1차조사(v3.2),Y,용문사 일주문,?,,Y,천왕문,Y,해운루,?,,보광명전,대장전·명부전·응진전·산신각,미확인,소백산 등산로 (2026-09 잠정),RESERVATION,미확인,,,,,위키;국가유산청,
DAEGU_GYEONGBUK,동화사,대구 팔공산,Donghwasa,대구광역시 동구 팔공산로201길 41,35.99306,128.70417,제9교구 본사,대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,?,미확인,대웅전,봉서루·영산전·비로암,주차장 있음,포장도로·팔공산,RESERVATION,,보물 다수(마애여래좌상 등),봉황문 진입로,사찰림·계곡,,https://en.wikipedia.org/wiki/Donghwasa,제9교구본사 · 공양원문=사찰음식·템플스테이
DAEGU_GYEONGBUK,은해사,영천 팔공산,Eunhaesa Temple,미확인(영천시 팔공산),,,조계종 제10교구 본사,대한불교조계종,1차조사(v3.2),Y,은해사 일주문,?,,Y,천왕문,Y,보화루,?,,극락보전,지장전·산령각·설선당·심검당·종루,미확인,팔공산 등산로 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;향토문화전자대전,제10교구본사
DAEGU_GYEONGBUK,봉정사,안동 천등산,Bongjeongsa Temple,미확인(안동시 천등산),,,조계종 제16교구 고운사 말사,대한불교조계종,1차조사(v3.2),Y,봉정사 일주문,N,,?,,Y,만세루(덕휘루),Y,삼층석탑(경북유형),대웅전(국보311),극락전(국보15)·고금당·화엄강당·삼성각,미확인,천등산 진입 (2026-09 잠정),RESERVATION,미확인,,,,,나무위키;국가유산포털,
DAEGU_GYEONGBUK,축서사,봉화 문수산,Chukseosa,경상북도 봉화군 물야면 월계길 739,미확인,미확인,제16교구 본사 고운사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전(비로자나불 큰법당)(세부 미확인),보광전·안양원,미확인,산지 진입,RESERVATION,,미확인,미확인,사찰림·조망,,미확인,공양원문=사찰음식·템플스테이
DAEGU_GYEONGBUK,고운사,의성 등운산,Gounsa,경상북도 의성군 단촌면 고운사길 415(추정),미확인,미확인,제16교구 본사,대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,?,미확인,대웅보전(현존 참배 가능),극락전(전소)·약사전(전소)·연수전(전소)·가운루(전소)·만덕당(전소)·종각(전소),주차장 있음,2025년 3월 산불로 45동 중 26동 전소 복구 진행 중,RESERVATION,,보물 가운루·연수전 등 전소(복구 대상),진입로 사찰림(자연복원 중),사찰림(자연복원 76.6% 진행),,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4067479 · https://www.greenpeace.org/korea/press/34934/,복원 중 — 스탬프 지점 보류 · [DB 제외] 2026-09-07 예성 정정 §0-2 — INACTIVE 고정·ACTIVE 확장·코스 배정 제외 · 공양원문=사찰음식·템플스테이
DAEGU_GYEONGBUK,희방사,영주 소백산,Huibangsa,경상북도 영주시 풍기읍 죽령로1720번길 278,미확인,미확인,제16교구 본사 고운사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,미확인,미확인,소백산 죽령·희방폭포 인근 (2026-09 잠정),RESERVATION,미확인,미확인,희방폭포 진입로,계곡·폭포·사찰림,소백산 조망,https://korean.visitkorea.or.kr,공양원문=사찰음식
DAEGU_GYEONGBUK,보경사,포항 내연산,Bogyeongsa,경상북도 포항시 북구 송라면 보경로 523,미확인,미확인,제11교구 본사 불국사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,적광전(보물 비로자나불),대웅전·팔상전·산신각,주차장 있음,내연산 12폭포 연계,RESERVATION,미확인,보물 보경사 적광전 등,내연산 폭포 탐방로,계곡·폭포·사찰림,내연산 조망,보경사 공식홈페이지 · https://encykorea.aks.ac.kr,공양원문=사찰음식·템플스테이
DAEGU_GYEONGBUK,기림사,경주 함월산,Girimsa,경상북도 경주시 문무대왕면 기림로 437-17,미확인,미확인,제11교구 본사 불국사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,Y,천왕문,?,미확인,?,미확인,대적광전(보물 소조비로자나삼존),약사전·응진전·명부전,주차장 있음 (2026-09 잠정),함월산 골굴사 인근 (2026-09 잠정),RESERVATION,미확인,보물 대적광전 등,경내 진입로,계곡·사찰림,미확인,국가유산포털,공양원문=사찰음식·템플스테이
DAEGU_GYEONGBUK,직지사,김천 황악산,Jikjisa Temple,경북 김천시 대항면 북암길 95,,,조계종 제8교구 본사,대한불교조계종,1차조사(v3.2),Y,직지사 일주문,Y,금강문,Y,천왕문(소조사천왕상 보물2023),Y,만세루,Y,삼층석탑(보물606),대웅전,비로전·관음전·명부전·응진전·사명각,주차 가능,직지문화공원,RESERVATION,미확인,,,,,국가유산청 보도자료;국가유산포털,제8교구본사
DAEGU_GYEONGBUK,도리사,구미 태조산,Dorisa,경상북도 구미시 해평면 도리사로 526,미확인,미확인,제8교구 본사 직지사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락전(아미타불) [적멸보궁 별도],태조선원·삼성각,주차장 있음,신라 최초 가람 전승,RESERVATION,미확인,국보 도리사 세존사리탑 금동사리기(성보박물관)·보물 화엄석탑,진입로,사찰림,낙동강 조망,직지사 공식홈페이지 · 디지털구미문화대전,공양원문=사찰음식
DAEGU_GYEONGBUK,골굴사,경주 함월산,Golgulsa,경상북도 경주시 문무대왕면 기림로 101-5,미확인,미확인,제11교구 본사 불국사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,N,해당없음(석굴사원),대적광전(큰법당),12처 굴법당(관음굴·지장굴·약사굴 등),주차장 있음,암벽·석굴 계단 가파름,RESERVATION,,보물 경주 골굴암 마애여래좌상(제581호),석굴 순례로,사찰림·약수,,https://ko.wikipedia.org/wiki/골굴사,공양원문=사찰음식·템플스테이(선무도)
GANGWON,현덕사,강릉 연곡,Hyeondeoksa,강원특별자치도 강릉시 연곡면(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,미확인,RESERVATION,,미확인,미확인,사찰림,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후) · 공양원문=템플스테이(추정)
GANGWON,망경산사,영월 망경대산,Manggyeongsansa,강원특별자치도 영월군(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,망경대산 소재,TEMPLE_MEAL,,미확인,미확인,사찰림,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
GANGWON,월정사,평창 오대산,Woljeongsa Temple,미확인(평창군 오대산),,,조계종 제4교구 본사,대한불교조계종,1차조사(v3.2),Y,월정대가람,N,,Y,천왕문,Y,금강루,Y,팔각구층석탑(국보48-1),적광전,삼성각·수광전·개산조각,주차 가능 (2026-09 잠정),전나무숲길 1km (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;월정사자료,제4교구본사
GANGWON,백담사,인제 설악산,Baekdamsa,강원특별자치도 인제군 북면 백담로 746,미확인,미확인,제3교구 본사 신흥사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락보전(목조아미타불좌상 보물),만해기념관·화엄실,사하 주차 후 셔틀버스,백담사 마을버스(셔틀) 운행·계곡 도보,RESERVATION,,보물 백담사 목조아미타여래좌상 및 복장유물,백담계곡 진입로·돌탑,계곡·사찰림,,https://en.wikipedia.org/wiki/Baekdamsa,셔틀 진입 구간 · 공양원문=사찰음식·템플스테이
GANGWON,보현사,강릉,Bohyeonsa Temple (Gangneung),미확인(강릉시),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),?,,?,,?,,?,,?,,대웅전,영산전·삼성각(미확인),미확인,보현산 계곡길 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털,
GANGWON,청평사,춘천 오봉산,Cheongpyeongsa,강원특별자치도 춘천시 북산면 오봉산길 810,미확인,미확인,제3교구 본사 신흥사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락보전,회전문(보물)·구송폭포,소양호 배편+도보 (2026-09 잠정),소양호 선착장에서 도보 (2026-09 잠정),RESERVATION,미확인,보물 청평사 회전문,구송폭포~고려정원 진입로,계곡·폭포·사찰림,오봉산 조망,청평사 공식홈페이지,공양원문=사찰음식
GANGWON,명주사,원주 신림,Myeongjusa,강원특별자치도 원주시 신림면 물안길 62,미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,고판화박물관,미확인,치악산 자락 (2026-09 잠정),RESERVATION,미확인,미확인(고판화박물관 소장품),미확인,사찰림,미확인,원주시청 · https://korean.visitkorea.or.kr,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
GANGWON,삼운사,춘천,Samunsa,강원특별자치도 춘천시(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,도심 사찰(추정),RESERVATION,,미확인,미확인,미확인,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
GANGWON,삼화사,동해 두타산,Samhwasa Temple,미확인(동해시 두타산),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),Y,삼화사 일주문,?,,?,,Y,누각(미확인),Y,삼층석탑(보물),적광전,약사전·삼성각·범종각,미확인,무릉계곡,RESERVATION,,,,,,삼화사자료(번호 재확인),
GANGWON,용연사,강릉 사천,Yongyeonsa,강원특별자치도 강릉시 사천면(정확한 주소 미확인),미확인,미확인,미확인,미확인,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,미확인,미확인,미확인,미확인,RESERVATION,,미확인,미확인,사찰림,,미확인,[B 확정] 종단·주불전 미확인 → DRAFT 유지·ACTIVE 금지(확인 후)
GANGWON,화암사,고성 설악산 신선봉,Hwaamsa (Goseong),강원특별자치도 고성군 토성면 화암사길 100,미확인,미확인,제3교구 본사 신흥사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,대웅전,수바위 인근,주차장 있음,신선봉·수바위 등산 연계,RESERVATION,,미확인,수바위 진입로,사찰림·기암(수바위),,고성군 관광포털,완주 화암사 아님 · 공양원문=사찰음식·템플스테이
GANGWON,신흥사,속초 설악산,Sinheungsa Temple,미확인(속초시 설악산),,,조계종 제3교구 본사,대한불교조계종,1차조사(v3.2),Y,신흥사 일주문,?,,Y,사천왕문,Y,보제루,Y,향성사지삼층석탑(보물443),극락보전(보물1981),명부전·삼성각·적묵당,주차 가능 (2026-09 잠정),울산바위·비룡폭포 포행 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털;신흥사자료,제3교구본사
GANGWON,건봉사,고성,Geonbongsa Temple,강원 고성군 거진읍 건봉사로 723,,,조계종 제3교구 신흥사 말사,대한불교조계종,1차조사(v3.2),?,,?,,?,,Y,불이문(해탈문),Y,능파교 인근(미확인),대웅전+극락전,명부전·산신각,미확인,능파교 동선,RESERVATION,,,,,,위키,
GANGWON,구룡사,원주 치악산,Guryongsa Temple,미확인(원주시 치악산),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),Y,구룡사 일주문,?,,?,,?,,?,,대웅전,미확인,미확인,세렴폭포 방향,RESERVATION,,,,,,구룡사공식(현장실사),
GANGWON,법흥사,영월 사자산,Beopheungsa Temple,미확인(영월군 사자산),,,조계종 제4교구 월정사 말사,대한불교조계종,1차조사(v3.2),Y,법흥사 일주문,?,,?,,?,,?,,적멸보궁(불상없음),원음루·삼성각(미확인),미확인,소나무숲길,RESERVATION,,,,,,법흥사자료(현장실사),불상 없음
JEONNAM_GWANGJU,백양사,장성 백암산,Baekyangsa,전라남도 장성군 북하면 백양로 1239,미확인,미확인,제18교구 본사(고불총림),대한불교조계종,2차조사,Y,일주문,?,미확인,Y,사천왕문(전남 유형문화유산),?,미확인,?,미확인,대웅전(전남 유형문화유산),극락보전·명부전·진영각·쌍계루,주차장 있음,내장산국립공원·단풍 명소,TEMPLE_MEAL,단풍(가을)·비자림,보물 소요대사부도·명승 백양사 백학봉·천연기념물 비자나무 숲,쌍계루~대웅전 진입로,계곡·비자나무 숲·사찰림,쌍계루 연못 반영·약사암 전망,https://www.heritage.go.kr · https://encykorea.aks.ac.kr/Article/E0022216,제18교구본사·v3.2 100만 초과 · [Q3 확정] 후보 유지·과포화 시 비노출(congested) · 공양원문=사찰음식·템플스테이(천진암 정관스님)
JEONNAM_GWANGJU,백련사,강진 만덕산,Baengnyeonsa Temple (Gangjin),전남 강진군 도암면 백련사길 145,,,조계종 제22교구 대흥사 말사,대한불교조계종,1차조사(v3.2),?,,N,,?,,Y,만경루,?,,대웅보전(보물 2023),명부전·나한전·칠성각,미확인,다산초당 오솔길 (2026-09 잠정),RESERVATION,동백(3~4월),,,,,국가유산포털;강진문화관광,
JEONNAM_GWANGJU,대흥사,해남 두륜산,Daeheungsa,전라남도 해남군 삼산면 대흥사길 400,미확인,미확인,제22교구 본사,대한불교조계종,2차조사,Y,일주문,?,미확인,?,미확인,Y,해탈문,Y,삼층석탑(응진전 앞·북미륵암),대웅보전(북원),천불전(남원)·침계루·표충사·대광명전,주차장 있음(피안교 앞),두륜산 도립공원·세계유산,RESERVATION,동백·차,국보 북미륵암 마애여래좌상·사적·세계유산,북원~남원 금당천 진입로·일지암 산길,계곡(금당천)·차밭·사찰림,두륜산 조망,http://www.daeheungsa.co.kr · https://www.grandculture.net/haenam,제22교구본사 · 공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,송광사,순천 조계산,Songgwangsa (Suncheon),전라남도 순천시 송광면 송광사안길 100,미확인,미확인,제21교구 본사(승보종찰),대한불교조계종,2차조사,Y,일주문,?,미확인,Y,천왕문,?,미확인,N,해당없음(탑 없는 가람으로 유명),대웅보전,국사전(국보)·승보전·지장전·우화각,주차장 있음,조계산·세계유산,RESERVATION,,국보 국사전·국보 목조삼존불감·국보 혜심고신제서·세계유산,계곡 진입로·우화각,계곡·사찰림·차밭,,미확인(위키·일반자료),제21교구본사 · 공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,화엄사,구례 지리산,Hwaeomsa Temple,전남 구례군 마산면 화엄사로 539,,,조계종 제19교구 본사,대한불교조계종,1차조사(v3.2),Y,지리산 화엄사,Y,금강문,Y,천왕문(소조사천왕상 보물2023),Y,보제루,Y,사사자삼층석탑(국보35)·동서오층석탑(보물132·133),대웅전(보물299),각황전(국보67)·원통전·영산전·명부전·나한전·범종각,주차 가능,계단 진입,RESERVATION,홍매(흑매 3월),,,,,위키;국가유산포털;국가유산청 보도자료,제19교구본사
JEONNAM_GWANGJU,도갑사,영암 월출산,Dogapsa,전라남도 영암군 군서면 도갑사로 306,미확인,미확인,제22교구 본사 대흥사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,Y,해탈문(국보 제50호),?,미확인,대웅보전,미륵전·명부전,주차장 있음,월출산 자락,RESERVATION,,국보 도갑사 해탈문·보물 다수,진입로 숲길,계곡·사찰림,,나무위키·불교문화,공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,무위사,강진 월출산,Muwisa,전라남도 강진군 성전면 무위사로 308,미확인,미확인,제22교구 본사 대흥사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락보전(국보 제13호 아미타삼존),대적광전(신축)·명부전,주차장 있음,월출산 남쪽,RESERVATION,미확인,국보 강진 무위사 극락전·보물 벽화,경내 진입로,사찰림,월출산 조망,무위사 공식홈페이지 · 한국민족문화대백과,공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,운주사,화순,Unjusa,전라남도 화순군 도암면 천태로 91-44,미확인,미확인,제21교구 본사 송광사 말사,대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,Y,다수 석탑(천불천탑),대웅전,와불·석불군,주차장 있음 (2026-09 잠정),천불천탑 유적 (2026-09 잠정),RESERVATION,미확인,보물 화순 운주사 구층석탑·석조불감·원형다층석탑,천불천탑 탐방로,계곡·사찰림·석탑군,와불 조망,나무위키·한국민족문화대백과,공양원문=사찰음식
JEONNAM_GWANGJU,증심사,광주 무등산,Jeungsimsa,광주광역시 동구 증심사길 177,미확인,미확인,미확인,대한불교조계종(교구 미확인),2차조사,?,미확인,?,미확인,?,미확인,?,미확인,Y,삼층석탑,대웅전,오백전·비로전,주차장 있음,무등산국립공원 입구,RESERVATION,,보물 광주 증심사 철조비로자나불좌상,무등산 등산로 연계,계곡·사찰림,,미확인,공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,천은사,구례 지리산,Cheoneunsa (Gurye),전라남도 구례군 광의면 노고단로 209,미확인,미확인,제19교구 본사 화엄사 말사,대한불교조계종,2차조사,Y,일주문,?,미확인,?,미확인,?,미확인,?,미확인,극락보전(보물 제2024호 아미타불),수홍루·명부전·팔상전,주차장 있음,지리산 노고단 진입로,RESERVATION,미확인,보물 천은사 극락보전·보물 괘불탱,수홍루 진입로·상생의 길,계곡·사찰림,지리산 조망,천은사 공식홈페이지 · 국가유산포털,삼척 천은사 아님 · 공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,대원사,보성 천봉산,Daewonsa (Boseong),전라남도 보성군 문덕면 죽산길 506-8,미확인,미확인,미확인(백제고찰),대한불교조계종,2차조사,?,미확인,?,미확인,?,미확인,?,미확인,?,미확인,극락전(전남 유형문화유산 제87호),티벳박물관·자진국사 부도,주차장 있음(티벳박물관 위) (2026-09 잠정),벚꽃 터널길(한국의 아름다운 길 100선) (2026-09 잠정),RESERVATION,벚꽃(봄),전남 유형문화유산 극락전,벚꽃 터널 진입로,계곡·사찰림,미확인,http://daewonsa.or.kr,산청 대원사 아님 · 공양원문=사찰음식·템플스테이
JEONNAM_GWANGJU,무각사,광주 서구,Mugaksa,광주광역시 서구 운천로 230,미확인,미확인,제21교구 본사 송광사 말사(광주포교당),대한불교조계종,2차조사,?,미확인,?,미확인,N,없음(도심),N,없음(도심),?,미확인,대웅전,문화관·공양간,도심 주차 (2026-09 잠정),상무지구 5·18기념공원 내 (2026-09 잠정),RESERVATION,미확인,미확인,공원 산책로,도심 공원(사찰림 아님),미확인,디지털광주문화대전 · 광주관광,공양원문=사찰음식 특화·템플스테이
JEONNAM_GWANGJU,미황사,해남 달마산,Mihwangsa Temple,전남 해남군 송지면 미황사길 164,,,조계종 제22교구 대흥사 말사,대한불교조계종,1차조사(v3.2),Y,미황사 일주문,?,,?,,Y,자하루,?,,대웅보전(보물947),응진당(보물1183)·명부전·삼성각,미확인,달마산 진입 (2026-09 잠정),RESERVATION,미확인,,,,,국가유산포털,
